#separator:;
#html:true
#columns:German;English;Ukrainian;Example
der Mangel, "-;defect, lack, shortage;недолік, дефект, нестача;Es liegt ein Mangel vor, **daher fordern wir den Hersteller zur Nacherfüllung auf**.
die Nachhaltigkeit (Sg.);sustainability;стійкість, екологічність;Das Thema Nachhaltigkeit **gewinnt in unserer Personalentwicklung an Bedeutung**.
das Preis-Leistungs-Verhältnis, -se;price-performance ratio;співвідношення ціни та якості;<b>Aus der Grafik geht hervor, dass viele Kunden großen Wert auf</b> das Preis-Leistungs-Verhältnis **legen**.
das Qualitätsmanagement (Sg.);quality management;управління якістю;Das Qualitätsmanagement **ist mit der Erstellung eines neuen Prüfplans beschäftigt**.
das Qualitätsmerkmal, -e;quality feature;ознака якості;Ein hohes Qualitätsmerkmal unserer Dienstleistungen **ist die ständige Kundennähe**.
die Qualitätssicherung (Sg.);quality assurance (QA);забезпечення якості;Die Abteilung für Qualitätssicherung **weist das Team auf Mängel im Ablauf hin**.
die Pauschalreise, -n;package holiday;туристична путівка, пакетний тур;Das Reisebüro **stellt den Kunden maßgeschneiderte Pauschalreisen zur Verfügung**.
das Regalbrett, -er;shelf board;полиця;Die Tragfähigkeit der Regalbretter **wird jährlich vom TÜV überprüft**.
die Sägemaschine, -n;sawing machine;пиляльний верстат;Die Bedienung der Sägemaschine **erfordert eine gründliche Sicherheitsunterweisung**.
die Umweltfreundlichkeit (Sg.);environmental friendliness;екологічність;Die Umweltfreundlichkeit der Verpackung **beeinflusst zunehmend die Kaufentscheidung**.
etw. vermeiden (vermeidet, vermied, hat vermieden);to avoid;уникати;Wir müssen Fehler vermeiden, um **hohe Nachbesserungskosten auszuschließen**.
wettbewerbsfähig;competitive;конкурентоспроможний;Um wettbewerbsfähig zu bleiben, müssen wir **ständig neue Kompetenzen aufbauen**.
der Zusammenbau (Sg.);assembly;складання, монтаж;Der Zusammenbau der Baugruppen **erfolgt streng nach der technischen Anweisung**.
etw. zusammenbauen (baut zusammen, baute zusammen, hat zusammengebaut);to assemble;збирати, монтувати;Der Geselle muss die Getriebeteile **sorgfältig und fehlerfrei zusammenbauen**.
die Zuverlässigkeit (Sg.);reliability;надійність;Die Zuverlässigkeit der IT-Infrastruktur **ist Voraussetzung für das Homeoffice**.
die Arbeitsfläche, -n;workspace, work surface;робоча поверхня;Jeder Mitarbeiter muss seine Arbeitsfläche **am Feierabend sauber hinterlassen**.
etw. auslösen (z. B. Krankheiten) (löst aus, löste aus, hat ausgelöst);to trigger (e.g. diseases);викликати, провокувати;Fehlfunktionen am Gerät **können im schlimmsten Fall schwere Brände auslösen**.
die Bakterie, -n;bacterium;бактерія;Der Hygieneplan **dient der Beseitigung von Bakterien in der Kantine**.
das Desinfektionsmittel, -;disinfectant;дезінфікуючий засіб;Das Desinfektionsmittel **steht den Mitarbeitern an den Sammelplätzen bereit**.
etw. desinfizieren (desinfiziert, desinfizierte, hat desinfiziert);to disinfect;дезінфікувати;Die Arbeitsflächen im Labor **müssen nach jedem Versuch desinfiziert werden**.
die Dienstkleidung, -en;workwear, uniform;робочий одяг, уніформа;Die Dienstkleidung **wird den Auszubildenden kostenfrei zur Verfügung gestellt**.
der Einmalhandschuh, -e;disposable glove;одноразова рукавичка;Das Tragen von Einmalhandschuhen **ist beim Umgang mit Chemikalien vorgeschrieben**.
etw./jdn. einseifen (seift ein, seifte ein, hat eingeseift);to soap, to lather;намилювати;Vor Arbeitsbeginn in der Lebensmittelproduktion **muss man sich gründlich einseifen**.
das Fieberthermometer, -;clinical thermometer;медичний термометр;Das Fieberthermometer **befindet sich im Erste-Hilfe-Schrank im Flur**.
der Fingernagel, "-;fingernail;ніготь;Laut Hygieneplan müssen die Fingernägel **kurz und sauber gehalten werden**.
fließendes Wasser;running water;проточна вода;Die Hände müssen **unter fließendem Wasser gründlich gereinigt werden**.
die Funktionsraum, "-e;utility room, functional room;технічне приміщення;Der Zutritt zu den Funktionsräumen **ist nur befugtem Personal gestattet**.
etw./jdn. gefährden (gefährdet, gefährdete, hat gefährdet);to endanger;наражати на небезпеку;Mangelnde Hygiene kann die Gesundheit der Belegschaft **gefährden**.
die Hygiene (Sg.);hygiene;гігієна;<b>Wir legen großen Wert auf</b> die Einhaltung der Hygiene in der Betriebskantine.
der Hygienebeauftragte, -n / die Hygienebeauftragte, -n;hygiene officer;відповідальний за гігієну;Der Hygienebeauftragte **ist für die Überwachung des Hygieneplans zuständig**.
der Hygieneplan, "-e;hygiene plan;план санітарних заходів;Der neue Hygieneplan **wurde vom Arbeitssicherheitsausschuss verabschiedet**.
die Infektion, -en;infection;інфекція;Regelmäßiges Händewaschen **schützt effektiv vor einer Infektion am Arbeitsplatz**.
etw. kontaminieren (kontaminiert, kontaminierte, hat kontaminiert);to contaminate;забруднювати, заражати;Die Lebensmittel wurden kontaminiert, **daher müssen wir sie vernichten**.
der Krankheitserreger, -;pathogen, germ;збудник хвороби;Desinfektionsmittel **dienen der Bekämpfung gefährlicher Krankheitserreger**.
die Pandemie, -n;pandemic;пандемія;Während der Pandemie **musste im Betrieb eine Urlaubssperre verhängt werden**.
der Pflegebereich, -e;care sector;сфера догляду;Im Pflegebereich **ist man auf eine extrem präzise Zeiterfassung angewiesen**.
die Pflegekraft, "-e;nurse, caregiver;медпрацівник, доглядальник;Die Pflegekraft **übernimmt die Verantwortung für das Wohlbefinden** der Patienten.
die Sanitäreinrichtung, -en;sanitary facility;санітарний вузол;Die Sanitäreinrichtungen **müssen täglich gründlich gereinigt werden**.
etw./jdn. schützen vor (+ Dat.) (schützt, schützte, hat geschützt);to protect from;захищати від;Die Brandschutzordnung soll uns **vor Gefahren im Ernstfall schützen**.
der Stuhl (Sg.);stool (medical) / chair;випорожнення (мед.) / стілець;Im Labor der Arbeitsmedizin **wird eine Probe vom Stuhl untersucht**.
die Übertragung, -en;transmission, transfer;передача (даних/інфекції);Die Übertragung von Daten **unterliegt strengen datenschutzrechtlichen Richtlinien**.
der Urin, -e;urine;сеча;Für den ärztlichen Eignungsnachweis **wird eine Probe vom Urin verlangt**.
die Verbreitung, -en;spread, distribution;поширення;Um die Verbreitung von Viren zu verhindern, **gilt im Büro eine Meldepflicht**.
der Erreger, -;pathogen, causative agent;збудник;Der Erreger **kann durch kontaminierte Oberflächen übertragen werden**.
die Keimbelastung, -en;germ load / microbial contamination;мікробне навантаження;<b>Aus den Messungen geht hervor, dass</b> die Keimbelastung spürbar abgenommen hat.
keimfrei;sterile, germ-free;стерильний;Das Operationsbesteck **muss absolut keimfrei gelagert werden**.
die Händedesinfektion (Sg.);hand disinfection;дезінфекція рук;Die Händedesinfektion **ist vor dem Betreten des Reinraums zwingend vorgeschrieben**.
die Mund-Nasen-Bedeckung, -en;mouth-nose covering / face mask;маска для обличчя (рот і ніс);Das Tragen einer Mund-Nasen-Bedeckung **dient dem Gesundheitsschutz aller**.
das Schutzvisier, -e;protective visor / face shield;захисний щиток;Bei Schweißarbeiten **ist das Tragen eines Schutzvisiers vorgeschrieben**.
der Schutzkittel, -;protective gown;захисний халат;Der Schutzkittel **schützt den Mitarbeiter vor Kontamination im Labor**.
die Einwegbekleidung, -en;disposable clothing;одноразовий одяг;Die Einwegbekleidung **muss nach dem Gebrauch vorschriftsmäßig entsorgt werden**.
die Entsorgung (Sg.);disposal;утилізація;Für die Entsorgung von Sondermüll **ist eine externe Spezialfirma zuständig**.
der Müllcontainer, -;dumpster, waste container;сміттєвий контейнер;Die Müllcontainer **befinden sich auf der Rückseite der Werkstatthalle**.
der Sondermüll (Sg.);hazardous waste;токсичні (спеціальні) відходи;Sondermüll **darf unter keinen Umständen im Hausmüll entsorgt werden**.
die Abfalltrennung, -en;waste separation;сортування сміття;Eine konsequente Abfalltrennung **leistet einen wichtigen Beitrag zum Umweltschutz**.
die Recyclingquote, -n;recycling rate;рівень переробки відходів;<b>Aus der Statistik geht hervor, dass</b> unsere Recyclingquote gestiegen ist.
der Wertstoff, -e;recyclable material;вторинна сировина (матеріал для переробки);Wertstoffe **müssen in den dafür vorgesehenen Behältern gesammelt werden**.
die Wertstofftonne, -n;recycling bin;бак для вторинної сировини;Bitte werfen Sie Plastikabfälle **ausschließlich in die Wertstofftonne**.
die Altpapier (Sg.);waste paper;макулатура;Altpapier **wird in der blauen Tonne hinter der Kantine gesammelt**.
der Altglascontainer, -;bottle bank / glass recycling container;контейнер для скла;Altglas **muss nach Farben getrennt im Altglascontainer entsorgt werden**.
der Restmüll (Sg.);residual waste;несортоване сміття;In den Restmüll **gehören nur Abfälle, die nicht recycelt werden können**.
die Müllverbrennungsanlage, -n;waste incineration plant;сміттєспалювальний завод;Der Restmüll **wird in der regionalen Müllverbrennungsanlage entsorgt**.
die Deponie, -n;landfill, dump;сміттєзвалище;Die Lagerung von biologischen Abfällen **auf der Deponie ist gesetzlich verboten**.
die Deponiegebühr, -en;landfill fee;плата за утилізацію на звалищі;Die Deponiegebühren **haben sich im laufenden Geschäftsjahr leicht erhöht**.
die Schadstoffbelastung, -en;pollutant load / contamination;забруднення шкідливими речовинами;<b>Aus den Messergebnissen geht hervor, dass</b> die Schadstoffbelastung gesunken ist.
der Emissionswert, -e;emission value;показник викидів;Die Einhaltung der Emissionswerte **wird von der Umweltbehörde überwacht**.
die Umweltauflage, -n;environmental regulation/requirement;екологічна вимога;Das Einhalten der Umweltauflagen **ist Voraussetzung für den Weiterbetrieb**.
das Umweltmanagement (Sg.);environmental management;екологічний менеджмент;Unser Umweltmanagement **strebt eine kontinuierliche Energieeinsparung an**.
die Umweltzertifikat, -e;environmental certificate;екологічний сертифікат;Das Umweltzertifikat **wirkt sich sehr positiv auf das Image der Firma aus**.
die Öko-Audit, -s;eco-audit;екологічний аудит;Das Öko-Audit **wird alle zwei Jahre von einem externen Gutachter durchgeführt**.
die Energieeffizienz (Sg.);energy efficiency;енергоефективність;Die Verbesserung der Energieeffizienz **leistet einen Beitrag zur Kostensenkung**.
der Stromverbrauch (Sg.);electricity consumption;споживання електроенергії;<b>Wir haben uns zum Ziel gesetzt, den Stromverbrauch um 10% zu senken</b>.
die Stromeinsparung, -en;electricity saving;економія електроенергії;Die Stromeinsparung **konnte durch die Nutzung von LED-Lampen erzielt werden**.
der Wasserverbrauch (Sg.);water consumption;споживання води;Der Wasserverbrauch **wird monatlich am Hauptzähler abgelesen**.
die Wassereinsparung, -en;water saving;економія води;Maßnahmen zur Wassereinsparung **sind im Umweltmanagementplan festgelegt**.
die Heizkosten (Pl.);heating costs;витрати на опалення;Die Heizkosten **konnten durch eine neue Wärmedämmung halbiert werden**.
die Wärmedämmung, -en;thermal insulation;теплоізоляція;Die Installation der Wärmedämmung **wurde von einem Handwerksbetrieb ausgeführt**.
die Solaranlage, -n;solar system / solar panels;сонячна електростанція (панелі);Die Solaranlage auf dem Dach **deckt ein Viertel unseres Strombedarfs**.
die Photovoltaikanlage, -n;photovoltaic system;фотоелектрична установка (сонячні батареї);Die Photovoltaikanlage **leistet einen wichtigen Beitrag zur CO2-Reduzierung**.
die Ökostrom (Sg.);green electricity;екологічно чиста електроенергія;Unsere Server **werden zu 100 Prozent mit Ökostrom betrieben**.
die Biomasseheizkraftwerk, -e;biomass CHP plant;біомаса-теплоелектроцентраль;Die Fernwärme **wird aus dem lokalen Biomasseheizkraftwerk bezogen**.
die Fernwärme (Sg.);district heating;централізоване теплопостачання;Der Anschluss an die Fernwärme **hat die Heizkosten des Betriebs gesenkt**.
die Energieversorgung (Sg.);energy supply;енергопостачання;Eine zuverlässige Energieversorgung **ist entscheidend für die Produktion**.
der Energieversorger, -;energy provider / utility company;постачальник енергії;Der Energieversorger **hat eine Gehaltserhöhung der Stromtarife angekündigt**.
die Stromnetz, -e;power grid;електромережа;Die Störung im Stromnetz **verursachte einen stundenlangen Serverausfall**.
die Netzausfall, "-e;power outage / network failure;вимкнення мережі / збій;Ein Netzausfall **wird durch die unterbrechungsfreie Stromversorgung (USV) abgefangen**.
die Notstromaggregat, -e;emergency generator;дизель-генератор (аварійний);Im Ernstfall **springt das Notstromaggregat automatisch innerhalb von Sekunden an**.
die USV-Anlage (unterbrechungsfreie Stromversorgung), -n;UPS system (uninterruptible power supply);система безперебійного живлення (ДБЖ);Die USV-Anlage **muss regelmäßig gewartet werden, um Mängel auszuschließen**.
die Akkumulator, -en;accumulator / rechargeable battery;акумулятор;Die Akkumulatoren der USV **haben eine begrenzte Haltbarkeit von fünf Jahren**.
die Batterieraum, "-e;battery room;акумуляторна кімната;Der Zutritt zum Batterieraum **ist nur für Elektrofachkräfte gestattet**.
die Säureschutz, -e;acid protection;захист від кислоти;Beim Umgang mit den Batterien **ist die Säureschutzbekleidung zu tragen**.
die Knallgasentwicklung, -en;oxyhydrogen gas formation / gas emission;виділення гримучого газу;Eine Knallgasentwicklung im Batterieraum **stellt eine hohe Explosionsgefahr dar**.
die Belüftung (Sg.);ventilation;вентиляція;Eine ausreichende Belüftung **ist im Akku-Raum gesetzlich vorgeschrieben**.
die Lüftungsanlage, -n;ventilation system;вентиляційна установка;Die Lüftungsanlage **muss im Störungsfall einen Feueralarm auslösen**.
der Luftwechsel, -;air exchange;повітрообмін;Der erforderliche Luftwechsel **wird durch Sensoren kontinuierlich überwacht**.
die Zuluft (Sg.);supply air / intake air;припливне повітря;Die Zuluft **wird vor dem Einblasen in die Büroräume gefiltert**.
die Abluft (Sg.);exhaust air;витяжне повітря;Die Abluft der Server **wird zur Beheizung des Gebäudes genutzt**.
die Wärmerückgewinnung (Sg.);heat recovery;рекуперація тепла;Das System zur Wärmerückgewinnung **trägt erheblich zur Energieeinsparung bei**.
der Kreislaufverbundsystem, -e;run-around coil system (heat recovery);система рекуперації тепла з проміжним теплоносієм;Das Kreislaufverbundsystem **wird vom Instandhaltungs-Team gewartet**.
die Wärmetauscher, -;heat exchanger;теплообмінник;Die Wärmetauscher **müssen regelmäßig gereinigt werden, um Keimbelastung zu vermeiden**.
die Kühlwasser (Sg.);cooling water;охолоджуюча вода;Der Durchfluss des Kühlwassers **wird über ein Display visualisiert**.
der Kühlkreislauf, "-e;cooling circuit;контур охолодження;Ein Defekt im Kühlkreislauf **kann zu einer Überhitzung der Server führen**.
die Kältemaschine, -n;chiller / refrigeration machine;холодильна машина;Die neue Kältemaschine **zeichnet sich durch eine hohe Energieeffizienz aus**.
die Kältemittel, -;refrigerant;холодоагент;Das Kältemittel **muss vorschriftsmäßig durch Fachfirmen entsorgt werden**.
die F-Gase-Verordnung (Sg.);F-gas regulation;регламент щодо фторованих парникових газів;Die Einhaltung der F-Gase-Verordnung **wird beim Umwelt-Audit überprüft**.
die Dichtheitsprüfung, -en;leakage test;перевірка на герметичність;Eine Dichtheitsprüfung der Kälteanlagen **ist einmal jährlich erforderlich**.
die Leckage, -n;leak, leakage;витік;Eine Leckage im Kühlsystem **muss unverzüglich behoben werden**.
die Kältetechniker, - / die Kältetechnikerin, -nen;refrigeration technician;спеціаліст з холодильного обладнання;Der Kältetechniker **ist mit der Instandsetzung der Klimaanlage beschäftigt**.
die Klimaanlage, -n;air conditioning system;кондиціонер;Die Klimaanlage **sichert die Einhaltung der maximalen Raumtemperatur ab**.
die Raumtemperatur, -en;room temperature;кімнатна температура;Die Raumtemperatur im Serverraum **sollte konstant bei 22 Grad liegen**.
die Luftfeuchtigkeit (Sg.);humidity;вологість повітря;Die Luftfeuchtigkeit **wird zur Vermeidung statischer Aufladungen reguliert**.
die Taupunkt, -e;dew point;точка роси;Der Taupunkt **darf zur Vermeidung von Kondensat nicht unterschritten werden**.
die Kondensatbildung (Sg.);condensation formation;утворення конденсату;Eine Kondensatbildung an den Geräten **kann Kurzschlüsse auslösen**.
die Kurzschluss, "-e;short circuit;коротке замикання;Ein Kurzschluss **führte zum Ausfall der gesamten IT-Infrastruktur**.
die Überspannungsschutz (Sg.);surge protection;захист від перенапруги;Der Überspannungsschutz **schützt die Server vor Schäden durch Blitzeinschläge**.
die Blitzschutzanlage, -n;lightning protection system;блискавкозахист;Die Blitzschutzanlage **wird im Rahmen des Arbeitsschutzes regelmäßig geprüft**.
der Erdungswiderstand, "-e;earthing resistance;опір заземлення;Die Messung des Erdungswiderstandes **wurde im Prüfprotokoll dokumentiert**.
die Potenzialausgleich, -e;equipotential bonding;вирівнювання потенціалів;Der Potenzialausgleich **ist für die Sicherheit im Serverraum zwingend vorgeschrieben**.
die Funktionserdung, -en;functional earthing;функціональне заземлення;Die Funktionserdung **sichert den störungsfreien Betrieb der Elektronik ab**.
die EMV-Richtlinie (Richtlinie zur elektromagnetischen Verträglichkeit), -n;EMC directive (electromagnetic compatibility);директива з електромагнітної сумісності (ЕМС);Die Einhaltung der EMV-Richtlinie **ist Voraussetzung für das CE-Zertifikat**.
die CE-Kennzeichnung, -en;CE marking;маркування CE;Die CE-Kennzeichnung **bestätigt die Korrektheit des Produkts nach EU-Recht**.
die Konformitätserklärung, -en;declaration of conformity;декларація про відповідність;Die Konformitätserklärung **muss den Bewerbungsunterlagen beigelegt werden**.
die EU-Richtlinie, -n;EU directive;директива ЄС;Die EU-Richtlinien **legen strenge Mindeststandards für den Arbeitsschutz fest**.
die Gesetzgebung, -en;legislation;законодавство;Die Gesetzgebung **verpflichtet Arbeitgeber zur ständigen Gefahrenanalyse**.
die Rechtsnorm, -en;legal norm / regulation;правова норма;Alle betrieblichen Regelungen **müssen im Einklang mit den Rechtsnormen stehen**.
die Vorschrift, -en;regulation, rule;припис, правило, інструкція;Die Vorschriften zur Unfallverhütung **sind strikt einzuhalten**.
die Verordnung, -en;decree, regulation;постанова, розпорядження;Die neue Verordnung **tritt am ersten Tag des nächsten Quartals in Kraft**.
das Gesetz, -e;law;закон;Das Gesetz **stellt Verstöße gegen den Datenschutz unter Strafe**.
die Gesetzestext, -e;legal text;текст закону;Der Gesetzestext **beinhaltet genaue Definitionen der Kündigungsgründe**.
die Rechtsprechung, -en;jurisprudence / case law;судова практика;Die Rechtsprechung des Bundesarbeitsgerichts **beeinflusst die Vertragsgestaltung**.
der Richter, - / die Richterin, -nen;judge;суддя;Der Richter **unterbreitete den Konfliktparteien einen Schlichtungsvorschlag**.
das Gerichtsurteil, -e;court judgment;судове рішення;Das Gerichtsurteil **entschied über die Wirksamkeit der verhaltensbedingten Kündigung**.
die Rechtsstreit, -e;legal dispute;судовий спір;Der Rechtsstreit **konnte durch eine Aufhebungsvereinbarung beigelegt werden**.
die Rechtsanwalt, "-e / die Rechtsanwältin, -nen;lawyer, attorney;адвокат;Die Rechtsanwältin **vertritt den Arbeitnehmer im Kündigungsschutzverfahren**.
die Rechtsberatung, -en;legal advice;юридична консультація;Vor dem Austritt **sollte man eine rechtliche Rechtsberatung in Anspruch nehmen**.
die Rechtsschutzversicherung, -en;legal expenses insurance;страхування юридичних витрат;Die Rechtsschutzversicherung **übernimmt die Kosten für den Rechtsstreit**.
die Gerichtsgebühr, -en;court fee;судовий збір;Die Gerichtsgebühren **müssen von der unterlegenen Partei getragen werden**.
die Anwaltskosten (Pl.);lawyer's fees;витрати на адвоката;Die Anwaltskosten **richten sich nach dem Rechtsanwaltsvergütungsgesetz**.
die Streitwert, -e;amount in dispute / value in dispute;сума позову (вартість предмету спору);Der Streitwert des Verfahrens **wurde auf drei Monatsgehälter festgelegt**.
die Klageschrift, -en;statement of claim / lawsuit;позовна заява;Die Klageschrift **wurde vom Rechtsanwalt beim Arbeitsgericht eingereicht**.
die Klageerwiderung, -en;defense / reply to the statement of claim;заперечення проти позову;Die Klageerwiderung **muss innerhalb der vom Richter gesetzten Frist erfolgen**.
die Gerichtsverhandlung, -en;court hearing;судове засідання;Die Gerichtsverhandlung **findet im großen Saal des Arbeitsgerichts statt**.
die Güteverhandlung, -en;conciliation hearing;примирювальне судове засідання (спроба мирової угоди);Die Güteverhandlung **dient der gütlichen Einigung der Konfliktparteien**.
der Vergleich, -e;settlement, compromise;мирова угода, компроміс;Der Richter **konnte einen Vergleich zwischen Arbeitnehmer und Arbeitgeber vermitteln**.
die Protokollierung, -en;recording / official recording;офіційне протоколювання;Die Protokollierung des Vergleichs **beendet den Rechtsstreit rechtswirksam**.
die Rechtskraft (Sg.);legal force;законна сила;Das Urteil **erlangt nach Ablauf der Berufungsfrist die Rechtskraft**.
die Berufung, -en;appeal (legal);апеляція;Gegen das Urteil **kann innerhalb eines Monats Berufung eingelegt werden**.
die Landesarbeitsgericht (LAG), -e;regional labor court;земельний (апеляційний) трудовий суд;Das LAG **ist für die Verhandlung der Berufung zuständig**.
die Bundesarbeitsgericht (BAG) (Sg.);Federal Labor Court;Федеральний трудовий суд;Das BAG **ist die höchste Instanz in der deutschen Arbeitsgerichtsbarkeit**.
die Revision, -en;appeal on points of law;ревізія (касаційне оскарження);Die Revision beim Bundesarbeitsgericht **wurde vom Richter zugelassen**.
die Grundsatzentscheidung, -en;landmark decision;принципове рішення (прецедент);Das Urteil gilt als eine wichtige Grundsatzentscheidung **in unserer Wirtschaftsbranche**.
die Präzedenzfall, "-e;precedent;прецедент;Dieses Urteil **schafft einen Präzedenzfall für zukünftige Kündigungsschutzklagen**.
die Richterrecht (Sg.);case law / judge-made law;судове право (право, створене рішеннями суддів);Das Richterrecht **ergänzt die geschriebenen gesetzlichen Rechtsnormen**.
die Rechtsfortbildung, -en;development of the law / legal development;розвиток права (шляхом судових рішень);Die Rechtsfortbildung **erfolgt vor allem durch die Urteile des Bundesarbeitsgerichts**.
die Verfassungsmäßigkeit (Sg.);constitutionality;конституційність;Die Verfassungsmäßigkeit des Gesetzes **wurde vom Verfassungsgericht bestätigt**.
die Bundesverfassungsgericht (BVerfG) (Sg.);Federal Constitutional Court;Федеральний конституційний суд;Das BVerfG **kann Gesetze für verfassungswidrig und ungültig erklären**.
die Verfassungsbeschwerde, -n;constitutional complaint;конституційна скарга;Gegen das Urteil des BAG **wurde eine Verfassungsbeschwerde eingereicht**.
die Grundrecht, -e;basic right / constitutional right;основне (конституційне) право;Die Koalitionsfreiheit **ist ein geschütztes Grundrecht im Grundgesetz**.
die Grundgesetz (GG) (Sg.);Basic Law (German Constitution);Основний закон (Конституція Німеччини);Das Grundgesetz **steht an der Spitze aller deutschen Rechtsnormen**.
die Verfassung, -en;constitution;конституція;Die Verfassung **garantiert den Schutz der Menschenwürde und der Grundrechte**.
die Gesetzgeber, -;legislator;законодавець;Der Gesetzgeber **muss die Richtlinien der EU in nationales Recht umsetzen**.
die Gesetzesentwurf, "-e;bill / draft law;законопроект;Der Gesetzesentwurf zur Arbeitszeiterfassung **wurde im Bundestag debattiert**.
die Gesetzgebungsverfahren, -;legislative process;законодавчий процес;Das Gesetzgebungsverfahren **erfordert die Zustimmung des Bundesrates**.
die Bundestag (Sg.);Bundestag (German Federal Parliament);Бундестаг;Der Bundestag **ist für die Verabschiedung von Bundesgesetzen zuständig**.
die Bundesrat (Sg.);Bundesrat (Federal Council);Бундесрат;Der Bundesrat **vertritt die Interessen der Bundesländer bei der Gesetzgebung**.
die Gesetzblatt, "-er;federal law gazette;відомості законів (офіційне видання);Das Gesetz wird nach der Verkündung **im Bundesgesetzblatt veröffentlicht**.
die Inkrafttreten (Sg.);entry into force;набрання чинності;Das genaue Datum für das Inkrafttreten des Gesetzes **wurde verschoben**.
die Außerkrafttreten (Sg.);expiration / loss of legal force;втрата чинності;Das Außerkrafttreten der alten Verordnung **erfolgt zum Jahresende**.
die Übergangsregelung, -en;transitional regulation;перехідні правила (регулювання);Für bestehende Verträge **wurde eine großzügige Übergangsregelung vereinbart**.
die Übergangsfrist, -en;transitional period;перехідний період (термін);Die Übergangsfrist **gibt den Betrieben Zeit zur Anpassung an die Vorschriften**.
die Stichtag, -e;cutoff date / deadline;опорна дата (дедлайн);Der Stichtag für die Umsetzung der Richtlinie **ist der 31. Dezember**.
die Übergangszeit, -en;transitional period;перехідний час;Während der Übergangszeit **gelten vereinfachte Regeln für das Qualitätsmanagement**.
die Bestandsschutz (Sg.);grandfathering / protection of established rights;захист існуючих прав (статус-кво);Für alte Industrieanlagen **gilt ein gesetzlicher Bestandsschutz**.
die Altvertrag, "-e;old contract / grandfathered contract;старий договір;Die Altverträge **bleiben von der neuen gesetzlichen Regelung unberührt**.
die Neuregelung, -en;new regulation / reform;нове регулювання;Die Neuregelung der Zeiterfassung **stieß auf Kritik bei den Arbeitgebern**.
die Gesetzesänderung, -en;amendment to the law;зміна закону;Eine Gesetzesänderung **macht die Anpassung der Betriebsvereinbarungen erforderlich**.
die Gesetzesreform, -en;legal reform;законодавча реформа;Die Gesetzesreform **soll die Flexibilität auf dem Arbeitsmarkt erhöhen**.
die Deregulierung, -en;deregulation;дерегулювання (спрощення норм);Die Deregulierung **führte zum Abbau bürokratischer Hürden im Handwerk**.
die Bürokratieabbau (Sg.);reduction of bureaucracy;скорочення бюрократії;Der Bürokratieabbau **ist ein wichtiges Ziel für die Wettbewerbsfähigkeit**.
die bürokratische Hürde;bureaucratic hurdle;бюрократичний бар'єр;Viele Startups **leiden unter hohen bürokratischen Hürden in Deutschland**.
die Verwaltungsauswand (Sg.);administrative effort;адміністративні витрати / зусилля;Das digitale System **hilft, den Verwaltungsauswand spürbar zu reduzieren**.
die Dokumentationspflicht, -en;obligation to document;обов'язок документування;Die Dokumentationspflicht **gilt auch für die geleisteten Überstunden**.
die Nachweispflicht, -en;obligation to provide proof;обов'язок надання доказів;Die Nachweispflicht **erfordert das Sammeln aller ärztlichen Atteste**.
die Auskunftspflicht, -en;obligation to provide information;обов'язок надання інформації;Der Arbeitgeber **hat eine Auskunftspflicht gegenüber dem Betriebsrat**.
die Schweigepflicht, -en;confidentiality obligation / secrecy;обов'язок мовчання (конфіденційність);Der Betriebsarzt **unterliegt einer gesetzlichen Schweigepflicht**.
