#separator:;
#html:true
#columns:German;English;Ukrainian;Example
die Online-Jobbörse, -n;online job board;онлайн-біржа праці;Ich nutze eine Online-Jobbörse, um **nach geeigneten Angeboten für eine Umschulung zu suchen**.
das Online-Stellenportal, -e;online job portal;онлайн-портал вакансій;Die Personalabteilung **schaltet regelmäßig Anzeigen in verschiedenen Online-Stellenportalen**.
die Pharmaunternehmen, -;pharmaceutical company;фармацевтична компанія;Das Pharmaunternehmen **stellt den Ärzten detaillierte Informationen über** neue Medikamente **zur Verfügung**.
die Qualitätskontrolle, -n;quality control;контроль якості;Die Qualitätskontrolle **weist die Produktion auf technische Mängel hin**, um Fehler zu vermeiden.
etw. recherchieren (recherchiert, recherchierte, hat recherchiert);to research;досліджувати, шукати інформацію;Wir müssen die rechtlichen Bedingungen für die Umschulung sorgfältig <b>recherchieren</b>.
sorgfältig;careful(ly), diligent(ly);ретельний, акуратний;Bei der Wareneingangskontrolle ist eine äußerst sorgfältige Arbeit **erforderlich**.
soziale Netzwerke (Pl.);social networks;соціальні мережі;Die Nutzung sozialer Netzwerke für die Personalsuche **gewinnt in unserer Branche an Bedeutung**.
die Sozialleistung, -en;social benefit;соціальна виплата, пільга від компанії;Neben der Vergütung **bietet unser Betrieb sehr attraktive Sozialleistungen an**.
die Stellenbörse, -n;job market, job exchange;біржа праці, ринок вакансій;In der Stellenbörse der Arbeitsagentur **stehen viele sozialversicherungspflichtige Stellen bereit**.
das Stellengesuch, -e;job request, job application;заява про пошук роботи;Er hat ein Stellengesuch veröffentlicht, um **Kontakt mit Betrieben im Baugewerbe aufzunehmen**.
die Stellensuche (Sg.);job search;пошук роботи;<b>Aufgrund des Fachkräftemangels war seine Stellensuche</b> im Handwerk schnell erfolgreich.
umfangreich;extensive, comprehensive;об'ємний, великий, розлогий;Der Abschlussbericht **beinhaltet umfangreiche Informationen über** das Betriebsverhalten.
unbefristet;unlimited, permanent;безстроковий;Sie hat einen unbefristeten Arbeitsvertrag erhalten und **ist sehr glücklich über diese Entscheidung**.
die Vergütung, -en;compensation, remuneration;оплата праці, винагорода;Die Vergütung im öffentlichen Dienst **wird durch den Tarifvertrag genau geregelt**.
etw. verlangen (verlangt, verlangte, hat verlangt);to demand, to require;вимагати;Der Arbeitgeber verlangt, dass wir **die Richtlinien zum Arbeitsschutz streng einhalten**.
die Voraussetzung, -en;prerequisite, requirement;передумова, вимога;Fachliche Kompetenzen sind eine wichtige Voraussetzung, um **sich auf dem Markt zu behaupten**.
die Webseite, -n;website;вебсайт;Auf unserer Webseite **stellen wir Informationen über das Corporate Design zur Verfügung**.
zur Verfügung stehen;to be available;бути в розпорядженні, бути доступним;Für das Gespräch <b>stehen den Verhandlungspartnern alle Unterlagen zur Verfügung</b>.
der Abschluss, "-e;degree, graduation;закінчення (навчального закладу), диплом;Nach dem erfolgreichen Abschluss der Ausbildung **strebt er eine Weiterbildung an**.
etw. auswerten (wertet aus, wertete aus, hat ausgewertet);to evaluate, to analyze;оцінювати, аналізувати;Wir müssen die Ergebnisse der Mitarbeiterbefragung <b>auswerten, um das Betriebsklima zu verbessern</b>.
begeistert von (+ Dat.);enthusiastic about;у захваті від;Die Geschäftsführung war **begeistert von den Vorschlägen zur Abfallvermeidung**.
der Bildungsweg, -e;educational path;освітній шлях, шлях отримання освіти;<b>Ich bin der Meinung, dass</b> jeder Bildungsweg wertvolle Praxis- und Berufserfahrung beinhaltet.
die Daten (Pl.);data;дані;Wir müssen sicherstellen, dass **persönliche Daten vor unbefugtem Zugriff geschützt sind**.
etw. dokumentieren (dokumentiert, dokumentierte, hat dokumentiert);to document;документувати;Wir sind verpflichtet, alle Arbeitsunfälle **im Unfallbericht genau zu dokumentieren**.
eigenverantwortlich;independent(ly), responsible;під власну ответственность, самостійний;In unserem Bereich arbeiten die Beschäftigten sehr selbstständig und <b>eigenverantwortlich</b>.
die Fähigkeit, -en;ability, skill;навичка, здатність;Die Fähigkeit, **unter Stress ruhig und sachlich zu bleiben**, ist für Führungskräfte wichtig.
fehlerfrei;flawless, error-free;безпомилковий;Um Mängel zu vermeiden, müssen alle Werkstücke **vollkommen fehlerfrei produziert werden**.
jdn. hinweisen auf (+ Akk.) (weist hin, wies hin, hat hingewiesen);to point out to;вказувати комусь на щось;Der Sicherheitsbeauftragte **weist die Belegschaft auf die Einhaltung der Vorschriften hin**.
etw. hinzufügen zu (+ Dat.) (fügt hinzu, fügte hinzu, hat hinzugefügt);to add to;додавати до;Wir möchten dem Schulungsprogramm ein weiteres Seminar **hinzufügen**.
die Kenntnis, -se;knowledge, skill;знання, навичка;Er **verfügt über tiefe Kenntnisse** im Bereich des betrieblichen Arbeitsschutzes.
die Korrektheit (Sg.);correctness;правильність, коректність;Die Abteilung für Qualitätskontrolle **prüft die Korrektheit der Abrechnungen**.
persönliche Daten (Pl.);personal data;персональні дані;Der Missbrauch persönlicher Daten **ist laut Gesetz streng unter Strafe gestellt**.
die Praxis- und Berufserfahrung, -en;practical and professional experience;практичний та професійний досвід;Für die Stelle als Filialleiter wird eine mehrjährige Praxis- und Berufserfahrung <b>verlangt</b>.
selbstständig;independent, autonomous;самостійний, незалежний;In Betrieben mit flachen Hierarchien können Mitarbeiter oft sehr <b>selbstständig</b> arbeiten.
die Stellenausschreibung, -en;job advertisement;оголошення про вакансію;Die Stellenausschreibung **hat mein Interesse für die ausgeschriebene Position geweckt**.
verfügen über (+ Akk.) (verfügt, verfügte, hat verfügt);to possess, to have at one's disposal;володіти, мати в розпорядженні;Die neue Bewerberin **verfügt über alle erforderlichen Qualifikationen**.
vertraut mit (+ Dat.);familiar with;обізнаний з, знайомий з;Als Ersthelfer bin ich **mit allen Maßnahmen zur Ersten Hilfe vertraut**.
die Vollständigkeit (Sg.);completeness;повнота, цілісність;Bitte überprüfen Sie das Übergabeprotokoll **vor der Unterschrift auf Vollständigkeit**.
die Weiterbildung, -en;further education, training;підвищення кваліфікації;<b>Die Firma übernimmt die vollen Kosten für</b> meine berufliche Weiterbildung.
die Messung, -en;measurement;вимірювання;<b>Aus der Grafik geht hervor, dass</b> die Messungen der Emissionen wöchentlich stattfinden.
reizen (reizt, reizte, hat gereizt);to appeal to, to tempt;приваблювати, манити;Die Möglichkeit, im Ausland zu arbeiten, **reizt viele junge Fachkräfte beruflich**.
die Rückmeldung, -en;feedback, reply;зворотний зв'язок, відповідь;<b>Ich bitte Sie um eine kurze Rückmeldung, ob</b> Sie mit dem Vorschlag einverstanden sind.
die Soft Skills (Pl.);soft skills;м'які навички;Im Kundenservice **spielt interkulturelle Kompetenz als Soft Skill eine entscheidende Rolle**.
die Stärke, -n;strength;сильна сторона;Zu meinen Stärken gehört die Fähigkeit, **auch unter Druck ruhig zu bleiben**.
die Schwäche, -n;weakness;слабка сторона;Im Vorstellungsgespräch sollte man ehrlich **über eigene Schwächen sprechen können**.
das Vorstellungsgespräch, -e;job interview;співбесіда;Sie bereitet sich intensiv auf ihr morgiges Vorstellungsgespräch **vor**.
die Vermittlungsagentur, -en;recruitment agency;агентство з працевлаштування;Die Vermittlungsagentur **unterstützt Unternehmen bei der zeitnahen Personalsuche**.
etw. zuschicken (schickt zu, schickte zu, hat zugeschickt);to send to;надсилати;<b>Wir bitten Sie, uns die Unterlagen bis zum Ende der Woche zuzuschicken</b>.
die Ausbildungszeit, -en;training period / apprenticeship duration;тривалість навчання (на виробництві);Die Ausbildungszeit **kann bei guten Leistungen im Betrieb verkürzt werden**.
die Berufsschule, -n;vocational school;професійна школа, ПТУ;Die Auszubildenden lernen die Theorie in der Berufsschule und die Praxis im Betrieb.
das Berichtsheft, -e;report book / training log;щоденник виробничого навчання;Die regelmäßige Führung des Berichtshefts **ist Voraussetzung für die Prüfungszulassung**.
der Geselle, -n / die Gesellin, -nen;journeyman, skilled craftsperson;підмайстер, дипломований ремісник;Nach bestandener Gesellenprüfung **erhält der Lehrling den Gesellenbrief**.
die Gesellenprüfung, -en;journeyman's exam;іспит на звання підмайстра;Er bereitet sich intensiv auf die praktische Gesellenprüfung **vor**.
der Meister, - / die Meisterin, -nen;master (craftsperson);майстер;Der Meister **übernimmt die Betreuung der neuen Auszubildenden im Handwerk**.
die Meisterprüfung, -en;master craftsperson's exam;іспит на звання майстра;Die Meisterprüfung **stellt eine große intellektuelle und praktische Herausforderung dar**.
die Probezeit, -en;probationary period;випробувальний термін;Während der Probezeit **kann der Arbeitsvertrag ohne Angabe von Gründen gekündigt werden**.
die Abschlussprüfung, -en;final exam;випускний іспит;Nach dem Bestehen der Abschlussprüfung **strebt er den Berufswiedereinstieg an**.
die Zwischenprüfung, -en;intermediate exam;проміжний іспит;Die Zwischenprüfung **dient der Kontrolle des bisherigen Ausbildungsstandes**.
die Eignung (Sg.);suitability, aptitude;придатність, відповідність вимогам;Im Test wurde die Eignung der Bewerber **für die Arbeit im Bereich IT überprüft**.
das Bewerbungsverfahren, -;application process;процес відбору кандидатів;Das Bewerbungsverfahren **beinhaltet mehrere Vorstellungsgespräche und Tests**.
die Bewerbungsunterlagen (Pl.);application documents;документи для подання заяви на роботу;Bitte senden Sie Ihre Bewerbungsunterlagen **an unsere HR-Abteilung**.
das Anschreiben, -;cover letter;супровідний лист;Das Anschreiben sollte aussagekräftig sein und **Bezug auf die Stellenausschreibung nehmen**.
der Lebenslauf, "-e;CV, resume;автобіографія, резюме;Der Lebenslauf **gibt einen lückenlosen Überblick über den bisherigen Bildungsweg**.
das Zeugnis, -se;certificate, report card;свідоцтво, атестат, рекомендаційний лист;<b>Sie müssen Ihre Zeugnisse vorlegen</b>, um die Qualifikationen nachzuweisen.
das Arbeitszeugnis, -se;reference letter;характеристика з місця роботи;Der Arbeitnehmer **hat einen gesetzlichen Rechtsanspruch auf ein qualifiziertes Arbeitszeugnis**.
das Zertifikat, -e;certificate;сертифікат;Er hat ein offizielles Zertifikat **für seine Teilnahme am Erste-Hilfe-Kurs erhalten**.
die Referenz, -en;reference;рекомендація;Gute Referenzen von früheren Arbeitgebern **wirken sich positiv auf die Jobsuche aus**.
die Initiativbewerbung, -en;unsolicited application;ініціативне резюме (без відкритої вакансії);Eine Initiativbewerbung **kann neue Beschäftigungsmöglichkeiten im Betrieb eröffnen**.
das Bewerbungsfoto, -s;application photo;фотографія для резюме;Ein professionelles Bewerbungsfoto **trägt zu einem guten ersten Eindruck bei**.
die Gehaltsvorstellung, -en;salary expectation;побажання щодо зарплати;Im Anschreiben sollten Sie Ihre Gehaltsvorstellungen **zum Ausdruck bringen**.
der Eintrittstermin, -e;start date;дата початку роботи;Bitte nennen Sie in der Bewerbung Ihren frühestmöglichen Eintrittstermin.
das Bewerberportal, -e;applicant portal;портал для кандидатів;Bitte laden Sie Ihre Dokumente direkt **im Bewerberportal der Firma hoch**.
die Online-Bewerbung, -en;online application;онлайн-резюме;Eine Online-Bewerbung **erleichtert der HR-Abteilung die schnelle Personalsuche**.
das Jobangebot, -e;job offer;пропозиція роботи;Nach dem Gespräch **hat das Unternehmen mir ein attraktives Jobangebot unterbreitet**.
die Zusage, -n;acceptance, approval;позитивна відповідь, згода;Ich habe heute die Zusage **für die gewünschte Ausbildungsstelle erhalten**.
die Absage, -n;rejection, refusal;відмова;Nach der Absage **sollte man die Hoffnung nicht aufgeben und weiter suchen**.
das Assessment-Center, -;assessment center;асесмент-центр (груповий відбір кандидатів);Das Assessment-Center **stellt die Bewerber vor verschiedene praktische Herausforderungen**.
der Einstellungstest, -s;employment test;тест при прийнятті на роботу;Der Einstellungstest **dient der Überprüfung der Eignung für kaufmännische Berufe**.
das Vorstellungsgespräch, -e;job interview;співбесіда;Im Vorstellungsgespräch **sollte man aufmerksam auf die Fragen des Vorgesetzten reagieren**.
die Selbstdarstellung (Sg.);self-presentation;самопрезентація;Die Selbstdarstellung **spielt eine entscheidende Rolle beim Vorstellungsgespräch**.
die Rückfrage, -n;inquiry, query;уточнююче питання;Haben Sie noch Rückfragen **bezüglich der vertraglichen Arbeitsbedingungen**?
die Fahrtkosten (Pl.);travel expenses;витрати на проїзд;Die Fahrtkosten zum Vorstellungsgespräch **werden vom Arbeitgeber übernommen**.
die Reisekostenrückerstattung (Sg.);travel expense reimbursement;відшкодування витрат на поїздку;Der Bewerber beantragt die Reisekostenrückerstattung beim Unternehmen.
das Feedbackgespräch, -e;feedback talk;розмова-відгук, розмова за результатами;Das Feedbackgespräch **hilft, die eigenen Stärken und Schwächen besser einzuschätzen**.
die Einarbeitung (Sg.);induction, onboarding;введення в курс справи, адаптація на роботі;Eine strukturierte Einarbeitung **hilft den neuen Fachkräften bei der Orientierung**.
der Mentor, -en / die Mentorin, -nen;mentor;наставник;Der Mentor steht dem neuen Kollegen **während der Einarbeitungszeit zur Verfügung**.
der Einarbeitungsplan, "-e;induction plan;план введення в курс справи;Der Einarbeitungsplan **beinhaltet eine detaillierte Betriebsbesichtigung**.
die Feedbackkultur, -en;feedback culture;культура зворотного зв'язку;Eine offene Feedbackkultur **wirkt sich sehr positiv auf das Betriebsklima aus**.
das Feedback, -s;feedback;відгук, фідбек;Die Auszubildenden **bitten regelmäßig um Feedback zu ihren Leistungen**.
die Einarbeitungsphase, -n;induction phase;фаза введення в курс справи;Die Einarbeitungsphase **dient dem schnellen Berufswiedereinstieg**.
der Ansprechpartner, - / die Ansprechpartnerin, -nen;contact person;контактна особа;Für fachliche Fragen **steht Ihnen die Abteilungsleiterin als Ansprechpartnerin zur Verfügung**.
das Teammitglied, -er;team member;член команди;Als neues Teammitglied **muss man sich an die bestehende Arbeitsteilung anpassen**.
die Integration (Sg.);integration;інтеграція;Die erfolgreiche Integration neuer Mitarbeiter **ist eine wichtige Aufgabe der Führungskraft**.
der Teambuilding-Event, -s;team building event;тімбілдінг;Der Teambuilding-Event **sollte zur Verbesserung des Betriebsklimas beitragen**.
die Probezeitbeurteilung, -en;probationary period assessment;оцінка результатів випробувального терміну;Die Probezeitbeurteilung **entscheidet über den Verbleib des Mitarbeiters im Betrieb**.
das Probezeitgespräch, -e;probationary interview;розмова за результатами випробувального терміну;Im Probezeitgespräch **nehmen wir Bezug auf Ihre bisherigen Leistungen**.
die Festanstellung, -en;permanent employment;постійне місце роботи;Nach der Probezeit **hoffe ich auf die Zusage für eine Festanstellung**.
die Entfristung, -en;transition to a permanent contract;переведення на безстроковий контракт;Die Entfristung des Arbeitsvertrags **gibt dem Arbeitnehmer finanzielle Sicherheit**.
der unbefristete Arbeitsvertrag;permanent employment contract;безстроковий трудовий договір;Ein unbefristeter Arbeitsvertrag **schützt vor plötzlicher Arbeitslosigkeit**.
der befristete Arbeitsvertrag;fixed-term contract;строковий трудовий договір;Ein befristeter Arbeitsvertrag **kann bei guten Leistungen verlängert werden**.
die Vertragsverlängerung, -en;contract extension;продовження контракту;Die Vertragsverlängerung **wurde im gegenseitigen Einvernehmen beschlossen**.
die Übernahme, -n;takeover / permanent hiring (after apprenticeship);прийняття в штат (після навчання або тимчасового договору);Die Übernahme nach der Ausbildung **ist das Ziel der meisten Auszubildenden**.
die Weiterbeschäftigung (Sg.);continued employment;продовження трудових відносин;Der Betriebsrat **stimmt der Weiterbeschäftigung des Mitarbeiters zu**.
die Aufhebungsvereinbarung, -en;termination agreement;угода про розірвання трудового договору;Die Aufhebungsvereinbarung **beinhaltet Vereinbarungen über eine Abfindung**.
das Arbeitsverhältnis, -se;employment relationship;трудові відносини;Das Arbeitsverhältnis **kann ordentlich unter Einhaltung der Kündigungsfrist beendet werden**.
die Kündigung, -en;termination, dismissal;звільнення;Die Kündigung **wurde dem Arbeitnehmer schriftlich zugestellt**.
die Kündigungsfrist, -en;notice period;строк попередження про звільнення;Laut Arbeitsvertrag **beträgt die Kündigungsfrist drei Monate zum Monatsende**.
der Kündigungsschutz (Sg.);protection against dismissal;захист від звільнення;Der gesetzliche Kündigungsschutz **schützt schwangere Mitarbeiterinnen vor Entlassung**.
die Abfindung, -en;severance pay;вихідна допомога, компенсація при звільненні;Bei einer Kündigung aus betrieblichen Gründen **besteht oft Anspruch auf eine Abfindung**.
das Arbeitsgericht, -e;labor court;трудовий суд;Das Arbeitsgericht **entscheidet über die Rechtmäßigkeit der Kündigung**.
die Kündigungsschutzklage, -n;action against wrongful dismissal;позов про захист від звільнення;Der gekündigte Arbeitnehmer **reicht eine Kündigungsschutzklage beim Arbeitsgericht ein**.
die Kündigungserklärung, -en;notice of termination;заява про звільнення;Die Kündigungserklärung **muss schriftlich erfolgen, um wirksam zu sein**.
die ordentliche Kündigung;ordinary termination;звільнення в загальному порядку (з дотриманням термінів);Eine ordentliche Kündigung **muss die gesetzlichen Kündigungsfristen beachten**.
die außerordentliche Kündigung;extraordinary termination;термінове (екстраординарне) звільнення (без дотримання термінів);Eine außerordentliche Kündigung **ist nur bei einem schwerwiegenden Kündigungsgrund zulässig**.
die fristlose Kündigung;dismissal without notice;звільнення без попередження;Die fristlose Kündigung **stellt eine extreme Maßnahme des Arbeitgebers dar**.
die betriebsbedingte Kündigung;redundancy / termination for operational reasons;звільнення через скорочення штату (виробнича необхідність);Aufgrund der schlechten Konjunktur **kam es zu betriebsbedingten Kündigungen**.
die personenbedingte Kündigung;termination for personal reasons;звільнення через особисті причини (напр. тривала хвороба);Eine personenbedingte Kündigung **wird oft wegen langanhaltender Krankheit ausgesprochen**.
die verhaltensbedingte Kündigung;termination for conduct/behavioral reasons;звільнення через поведінку (порушення дисципліни);Die verhaltensbedingte Kündigung **setzt in der Regel eine vorherige Abmahnung voraus**.
die Abmahnung, -en;warning letter;письмове попередження (догана за порушення дисципліни);Die Abmahnung **weist den Mitarbeiter auf ein Fehlverhalten hin**.
das Fehlverhalten (Sg.);misconduct;неналежна поведінка, порушення дисципліни;Ein grobes Fehlverhalten am Arbeitsplatz **kann eine fristlose Kündigung zur Folge haben**.
der Pflichtverstoß, "-e;breach of duty;порушення обов'язків;Der wiederholte Pflichtverstoß **wurde vom Arbeitgeber schriftlich abgemahnt**.
die Pflichtverletzung, -en;breach of duty;порушення службових обов'язків;Eine schwere Pflichtverletzung **berechtigt den Arbeitgeber zur Kündigung**.
die Abmahnungserklärung, -en;written warning statement;заява про попередження;Die Abmahnungserklärung **muss den Pflichtverstoß genau beschreiben**.
die Gegendarstellung, -en;counterstatement;зустрічна заява (спростування);Der Mitarbeiter **hat das Recht, eine Gegendarstellung zur Personalakte zu reichen**.
die Personalakte, -n;personal file / personnel file;особова справа;Die Abmahnung **wird in der Personalakte des Beschäftigten hinterlegt**.
die Ermahnung, -en;admonition, warning;зауваження (усне або легке попередження);Eine Ermahnung **ist milder als eine Abmahnung und hat keine direkten rechtlichen Folgen**.
das Kündigungsschreiben, -;letter of termination;лист про звільнення;Das Kündigungsschreiben **muss eigenhändig vom Arbeitgeber unterschrieben sein**.
der Kündigungsempfänger, - / die Kündigungsempfängerin, -nen;recipient of termination notice;отримувач повідомлення про звільнення;Die Kündigung wird wirksam, sobald sie **dem Kündigungsempfänger zugestellt wurde**.
die Freistellung, -en;release from work / exemption;звільнення від роботи (напр. на період відпрацювання);Der gekündigte Mitarbeiter **erhielt eine Freistellung unter Fortzahlung der Bezüge**.
der Urlaubsabbau (Sg.);reduction of remaining leave;відпрацювання невикористаної відпустки;Während der Freistellung **erfolgt der Urlaubsabbau des Resturlaubs**.
die Urlaubsanspruchsabgeltung, -en;compensation for unused holiday;компенсація за невикористану відпустку;Die Urlaubsanspruchsabgeltung **wird mit der letzten Gehaltsabrechnung ausgezahlt**.
die Restarbeitszeit (Sg.);remaining working time;залишок робочого часу (до звільнення);Die Restarbeitszeit **muss für die geordnete Übergabe der Aufgaben genutzt werden**.
die Aufgabenübergabe, -n;handover of tasks;передача обов'язків (справ);Eine strukturierte Aufgabenübergabe **vermeidet Probleme bei der Nachfolge**.
die Übergabeprotokoll, -e;handover protocol;протокол передачі справ;Die Übergabe der Dokumente **wurde im Übergabeprotokoll festgehalten**.
der Nachfolger, - / die Nachfolgerin, -nen;successor;наступник;Ich bin gerade **mit der Einarbeitung meines Nachfolgers beschäftigt**.
die Nachfolge, -n;succession;наступництво;Die Regelung der Nachfolge **wurde rechtzeitig in Angriff genommen**.
die Nachfolgeregelung, -en;succession plan;регулювання наступництва;Eine fehlende Nachfolgeregelung **kann den Betrieb vor große Probleme stellen**.
der Austritt, -e;departure, exit;вихід, звільнення з компанії;Vor seinem Austritt **bedankt sich der Mitarbeiter beim Team für die Kooperation**.
das Austrittsgespräch, -e;exit interview;вихрадна розмова;Im Austrittsgespräch **kann der Mitarbeiter offenes Feedback zur Unternehmenskultur geben**.
die Austrittsphase, -n;exit phase;фаза виходу (звільнення);Die Austrittsphase **sollte für beide Seiten professionell gestaltet werden**.
die Betriebsrente, -n;company pension;корпоративна пенсія;Der Anspruch auf eine Betriebsrente **bleibt auch nach dem Austritt bestehen**.
die Altersvorsorge (Sg.);retirement pension scheme;пенсійне забезпечення (турбота про старість);Die betriebliche Altersvorsorge **stellt eine wichtige finanzielle Absicherung dar**.
der Rentenübergang, "-e;transition to retirement;перехід на пенсію;Der Rentenübergang **sollte gut vorbereitet sein, um finanzielle Lücken zu vermeiden**.
der Ruhestand (Sg.);retirement;пенсія, заслужений відпочинок;Er freut sich auf den Ruhestand, um **mehr Zeit für seine Hobbys zu haben**.
die Pensionierung, -en;retirement;вихід на пенсію;Zur Pensionierung **haben die Kollegen ein gemeinsames Geschenk überreicht**.
die Verabschiedung, -en;farewell party / send-off;проводи (на пенсію або при звільненні);Die Verabschiedung des langjährigen Mitarbeiters **fand im Konferenzraum statt**.
das Abschiedsgeschenk, -e;farewell gift;прощальний подарунок;Das Abschiedsgeschenk **bereitete dem scheidenden Kollegen eine große Freude**.
der Ex-Mitarbeiter, - / die Ex-Mitarbeiterin, -nen;former employee;колишній співробітник;Wir halten weiterhin guten Kontakt zu unseren Ex-Mitarbeitern.
die Ehemaligen (Pl.);alumni / former employees;колишні працівники;Die Firma lädt die Ehemaligen einmal im Jahr zum Sommerfest ein.
das Ehemaligentreffen, -;alumni reunion / reunion of former staff;зустріч колишніх працівників;Das Ehemaligentreffen **dient dem Erhalt des Netzwerks**.
die Netzwerkpflege (Sg.);networking, maintaining network;підтримка бізнес-зв'язків;Die Netzwerkpflege auf Xing und LinkedIn **ist wichtig für die Karriere**.
der Karriereweg, -e;career path;кар'єрний шлях;Sein Karriereweg **führte ihn vom Auszubildenden bis zum Geschäftsführer**.
die Berufslaufbahn, -en;professional career;професійна кар'єра;Eine erfolgreiche Berufslaufbahn **setzt ständige Weiterbildung voraus**.
der berufliche Erfolg;professional success;професійний успіх;Für den beruflichen Erfolg **sind Soft Skills genauso wichtig wie Fachkenntnisse**.
die Karriereplanung (Sg.);career planning;планування кар'єри;Eine systematische Karriereplanung **hilft bei der Verwirklichung der beruflichen Ziele**.
der Karriereschritt, -e;career step;крок у кар'єрі;Der Wechsel in eine größere Filiale **war ein wichtiger Karriereschritt für sie**.
die Aufstiegsmöglichkeit, -en;career advancement opportunity;можливість кар'єрного зростання;<b>Aus der Präsentation geht hervor, dass</b> das Unternehmen gute Aufstiegsmöglichkeiten bietet.
die Führungsposition, -en;leadership/management position;керівна посада;Um eine Führungsposition **zu übernehmen, muss man Verantwortung tragen können**.
der Führungsnachwuchs (Sg.);junior managers / prospective leaders;молоді керівні кадри;Das Nachwuchsprogramm **bereitet den Führungsnachwuchs auf spätere Aufgaben vor**.
das Nachwuchsförderungsprogramm, -e;talent promotion program;програма підтримки молодих талантів;Das Nachwuchsförderungsprogramm **hilft bei der Gewinnung junger Fachkräfte**.
die Talentförderung (Sg.);talent promotion;розвиток талантів;Die Talentförderung **steht bei unserer Personalentwicklung im Vordergrund**.
die Personalentwicklung (Sg.);human resources development;розвиток персоналу;Die Personalentwicklung **ist für die Organisation von Fortbildungen zuständig**.
die Weiterbildungsmaßnahme, -n;further training measure;захід з підвищення кваліфікації;Die Teilnahme an der Weiterbildungsmaßnahme **wird vom Vorgesetzten empfohlen**.
der Kompetenzaufbau (Sg.);competence building;нарощування компетенцій (розвиток навичок);Der systematische Kompetenzaufbau **sichert die Wettbewerbsfähigkeit des Betriebs**.
die Wissensvermittlung (Sg.);knowledge transfer;передача знань;Eine strukturierte Wissensvermittlung **erleichtert die Einarbeitung neuer Kräfte**.
der Wissenstransfer (Sg.);knowledge transfer;трансфер знань;Der Wissenstransfer zwischen Alt und Jung **ist wichtig bei der Nachfolgeregelung**.
die Wissensdatenbank, -en;knowledge database;база знань;Alle Anleitungen **stehen den Mitarbeitern in der Wissensdatenbank zur Verfügung**.
die Lernplattform, -en;learning platform;навчальна платформа;Das Unternehmen **stellt den Beschäftigten eine moderne Lernplattform zur Verfügung**.
das E-Learning-Modul, -e;e-learning module;модуль електронного навчання;Das E-Learning-Modul **beinhaltet Tests zur Arbeitssicherheit**.
die Fortbildungsakademie, -n;training academy;академія підвищення кваліфікації;Die firmeninterne Fortbildungsakademie **bietet praxisnahe Seminare an**.
der Bildungsträger, -;educational institution;провайдер освітніх послуг;Der Bildungsträger **ist für die Durchführung des IHK-Kurses verantwortlich**.
die IHK-Prüfung, -en;IHK exam (Chamber of Commerce exam);іспит торгово-промислової палати;Nach der Vorbereitung **legte er die IHK-Prüfung mit Erfolg ab**.
das IHK-Zertifikat, -e;IHK certificate;сертифікат торгово-промислової палати;Das IHK-Zertifikat **genießt in der deutschen Wirtschaft eine hohe Wertschätzung**.
die Kammerprüfung, -en;chamber exam;іспит у ремісничій або торгово-промисловій палаті;Die Kammerprüfung **stellt hohe Anforderungen an die theoretischen Kenntnisse**.
